customerID,churn_probability,actual_churn,risk_decile
6908-VVYHM,0.3671,No,7
5156-UMKOW,0.3668,No,7
3452-ABWRL,0.3667,No,7
2003-CKLOR,0.3665,Yes,7
8695-WDYEA,0.3664,No,7
6128-AQBMT,0.3662,No,7
3898-GUYTS,0.3662,No,7
6313-GIDIT,0.3662,Yes,7
7460-ITWWP,0.3662,No,7
4360-PNRQB,0.3661,No,7
2203-GHNWN,0.3659,No,7
9348-YVOMK,0.3656,No,7
3211-ILJTT,0.3655,Yes,7
9026-RNUJS,0.3649,Yes,7
5671-UUNXD,0.3648,No,7
2074-GUHPQ,0.3648,No,7
8155-IBNHG,0.3645,Yes,7
2565-JSLRY,0.3644,Yes,7
8896-BQTTI,0.3644,No,7
7927-AUXBZ,0.3641,Yes,7
2027-CWDNU,0.364,No,7
8645-KWHJO,0.3638,No,7
4911-BANWH,0.3636,Yes,7
3587-PMCOY,0.363,No,7
5536-SLHPM,0.3627,Yes,7
9776-CLUJA,0.3622,Yes,7
6711-VTNRE,0.362,Yes,7
1098-TDVUQ,0.3619,No,7
5349-AZPEW,0.3615,No,7
3976-BWUCK,0.3615,Yes,7
0410-IPFTY,0.3614,No,7
3058-HJCUY,0.3614,Yes,7
8450-UYIBU,0.3612,No,7
2911-WDXMV,0.3612,No,7
9381-NDKME,0.3609,Yes,7
6581-NQCBA,0.3609,Yes,7
8456-QDAVC,0.3609,No,7
2873-ZLIWT,0.3607,Yes,7
6652-YFFJO,0.3607,No,7
2947-DOMLJ,0.3606,Yes,7
0114-PEGZZ,0.3604,No,7
8676-OOQEJ,0.36,No,7
2235-ZGKPT,0.36,Yes,7
1329-VHWNP,0.3599,No,7
9979-RGMZT,0.3597,No,7
4250-ZBWLV,0.3596,Yes,7
5312-UXESG,0.3592,No,7
4007-NHVHI,0.3591,No,7
8178-EYZUO,0.3591,Yes,7
9578-VRMNM,0.3591,Yes,7
3688-FTHLT,0.3591,No,7
9800-ONTFE,0.359,No,7
4829-AUOAX,0.3589,Yes,7
2604-IJPDU,0.3589,No,7
4248-HCETZ,0.3583,Yes,7
8212-CRQXP,0.3579,No,7
7730-IUTDZ,0.3579,Yes,7
6168-YBYNP,0.3575,No,7
6961-VCPMC,0.3574,Yes,7
5922-ABDVO,0.3574,Yes,7
0999-QXNSA,0.357,No,7
2853-CWQFQ,0.3563,No,7
6710-HSJRD,0.3562,No,7
0363-QJVFX,0.3561,Yes,7
9286-DOJGF,0.3556,Yes,7
4948-WBBKL,0.3556,No,7
9643-YBLUR,0.3556,No,7
1261-FWTTE,0.3555,No,7
8016-NCFVO,0.3554,No,7
6022-KOUQO,0.3552,No,7
6135-OZQVA,0.3551,No,7
1421-HCERK,0.3548,No,7
5302-BDJNT,0.3545,No,7
5868-YTYKS,0.3544,No,7
2480-JZOSN,0.3543,No,7
3174-RKMOW,0.3543,No,7
0277-BKSQP,0.3542,No,7
5950-AAAGJ,0.3541,No,7
6770-XUAGN,0.3541,Yes,7
0376-OIWME,0.354,No,7
3055-MJDSB,0.3539,No,7
6464-KEXXH,0.3539,No,7
8677-HDZEE,0.3539,No,7
9921-QFQUL,0.3538,No,7
0829-XXPLX,0.3537,No,7
3192-LNKRK,0.3536,No,7
8033-VCZGH,0.3532,No,7
7248-VZQLC,0.3529,Yes,7
7251-LJBQN,0.3529,No,7
4821-SJHJV,0.3528,No,7
0118-JPNOY,0.3525,No,7
2105-PHWON,0.3525,No,7
2974-GGUXS,0.3524,No,7
9512-UIBFX,0.3524,Yes,7
6693-FRIRW,0.3522,No,7
2101-RANCD,0.3521,No,7
4947-DSMXK,0.3517,No,7
6986-IJDHX,0.3512,Yes,7
8800-ZKRFW,0.3511,No,7
5143-WMWOG,0.3511,Yes,7
3955-JBZZM,0.3506,No,7
3859-CVCET,0.3505,Yes,7
4188-FRABG,0.3503,No,7
5419-JKZNQ,0.3502,No,7
5522-NYKPB,0.3502,No,7
5394-SVGJV,0.35,Yes,7
1481-ZUWZA,0.3495,Yes,7
7733-UDMTP,0.3494,No,7
9522-BNTHX,0.3487,No,7
1910-FMXJM,0.3486,No,7
4361-BKAXE,0.3486,Yes,7
3577-AMVUX,0.3484,No,7
8761-NSOBC,0.3481,Yes,7
6741-EGCBI,0.3477,No,7
9029-FEGVJ,0.3474,No,7
6896-SRVYQ,0.3472,No,7
5649-TJHOV,0.347,Yes,7
9048-JVYVF,0.3469,Yes,7
5389-FFVKB,0.3468,Yes,7
9919-YLNNG,0.3468,No,7
4176-FXYBO,0.3468,No,7
0422-UXFAP,0.3467,No,7
7634-WSWDB,0.3462,No,7
4660-IRIBM,0.3459,No,7
0643-OKLRP,0.3455,Yes,7
4818-DRBQT,0.3453,Yes,7
2037-XJFUP,0.3452,Yes,7
2669-OIDSD,0.3452,No,7
0178-SZBHO,0.3448,No,7
6234-PFPXL,0.3447,No,7
5628-RKIFK,0.3442,No,7
1472-TNCWL,0.344,No,7
6862-CQUMB,0.3437,No,7
0929-HYQEW,0.3431,No,7
9948-YPTDG,0.3429,Yes,7
1550-EENBN,0.3427,No,7
5697-GOMBF,0.3425,No,7
4191-XOVOM,0.3425,No,7
2654-VBVPB,0.3425,No,7
7547-EKNFS,0.3424,Yes,7
7789-HKSBS,0.3424,No,7
0481-SUMCB,0.3423,No,7
0015-UOCOJ,0.3423,No,7
7587-AOVVU,0.3422,No,7
1349-WXNGG,0.3414,Yes,7
1399-UBQIU,0.3414,No,7
6635-CPNUN,0.3412,No,7
9661-MHUMO,0.341,Yes,7
6300-BWMJX,0.3408,No,7
7346-MEDWM,0.3406,No,7
0578-SKVMF,0.3402,Yes,7
2302-ANTDP,0.34,Yes,7
3090-LETTY,0.34,No,7
1357-BIJKI,0.3399,No,7
3668-QPYBK,0.3399,Yes,7
7395-IGJOS,0.3396,Yes,7
4592-IWTJI,0.3394,Yes,7
1635-FJFCC,0.3393,No,7
8982-NHAVY,0.3387,No,7
9233-PSYHO,0.3386,No,7
6729-GDNGC,0.3384,No,7
9732-KPKBW,0.3384,Yes,7
8242-JSVBO,0.3383,No,7
3237-AJGEH,0.3379,Yes,7
4993-JCRGJ,0.3377,No,7
5208-HFSBT,0.3375,Yes,7
7964-VEXDG,0.3375,No,7
7694-VLBWQ,0.3372,Yes,7
8647-SDTWQ,0.337,No,7
7103-IPXPJ,0.3369,No,7
6917-IAYHD,0.3368,No,7
2623-DRYAM,0.3368,No,7
8620-RJPZN,0.3366,No,7
9003-CPATH,0.3361,No,7
1552-AAGRX,0.3361,No,7
3137-LUPIX,0.336,No,7
8199-ZLLSA,0.336,Yes,7
1930-WNXSB,0.3359,No,7
6815-ABQFQ,0.3358,No,7
3943-KDREE,0.3356,Yes,7
6844-DZKRF,0.3356,No,7
1862-SKORY,0.3356,Yes,7
2207-QPJED,0.3355,No,7
9564-KCLHR,0.3355,Yes,7
0730-KOAVE,0.3354,No,7
8262-COGGB,0.3352,No,7
5996-DAOQL,0.3352,No,7
5716-LIBJC,0.3351,No,7
4905-JEFDW,0.335,Yes,7
2195-ZRVAX,0.335,Yes,7
2181-UAESM,0.3349,No,7
1307-TVUFB,0.3345,No,7
5816-QVHRX,0.3342,No,7
2931-FSOHN,0.3339,No,7
3331-HQDTW,0.3339,Yes,7
1724-IQWNM,0.3338,No,7
1427-VERSM,0.3335,No,7
3170-GWYKC,0.3335,No,7
1685-BQULA,0.3334,No,7
1156-ZFYDO,0.333,No,7
3062-ICYZQ,0.3329,No,7
1260-TTRXI,0.3328,Yes,7
4811-JBUVU,0.3327,No,7
8096-LOIST,0.3326,No,7
4724-WXVWF,0.3326,No,7
9470-XCCEM,0.3324,No,7
4657-FWVFY,0.3323,No,7
3023-GFLBR,0.3321,Yes,7
7617-EYGLW,0.332,No,7
0836-SEYLU,0.3318,Yes,7
3234-VKACU,0.3317,No,7
7130-YXBRO,0.3317,No,7
9079-YEXQJ,0.3316,Yes,7
5301-GAUUY,0.3316,Yes,7
7743-EXURX,0.3313,Yes,7
8329-UTMVM,0.331,No,7
8887-IPQNC,0.331,No,7
4570-QHXHL,0.3309,No,7
3692-JHONH,0.3308,No,7
7567-ECMCM,0.3308,No,7
7047-FWEYA,0.3305,No,7
3807-XHCJH,0.3305,No,7
3058-WQDRE,0.3301,No,7
1173-NOEYG,0.3299,No,7
8552-OBVRU,0.3298,No,7
8152-UOBNY,0.3296,No,7
9777-WJJPR,0.3294,No,7
3923-CSIHK,0.3293,Yes,7
3694-DELSO,0.3292,No,7
2476-YGEFM,0.3292,No,7
4831-EOBFE,0.329,Yes,7
1396-QWFBJ,0.3289,Yes,7
9026-LHEVG,0.3287,No,7
6921-OZMFH,0.3286,No,7
5977-CKHON,0.3285,No,7
1453-RZFON,0.3281,No,7
7627-JKIAZ,0.3279,Yes,7
2894-QOJRX,0.3278,Yes,7
3466-WAESX,0.3274,No,7
4636-JGAAI,0.3273,No,7
5934-TSSAU,0.3269,No,7
8404-FYDIB,0.3269,No,7
8919-FYFQZ,0.3267,Yes,7
5057-LCOUI,0.3267,Yes,7
6629-LADHQ,0.3263,No,7
3413-DHLPB,0.3263,No,7
3404-JNXAX,0.3258,No,7
2782-LFZVW,0.3257,No,7
4307-KTUMW,0.3256,Yes,7
4522-AKYLR,0.3252,No,7
8634-CILSZ,0.3251,Yes,7
9474-PHLYD,0.3251,Yes,7
4183-WCSEP,0.3248,Yes,7
3503-TYDAY,0.3246,No,7
0060-FUALY,0.3245,No,7
0326-VDYXE,0.3244,No,7
2692-PFYTJ,0.3241,No,7
1355-KUSBG,0.3239,No,7
9732-EQMWY,0.3237,No,7
3733-LSYCE,0.3234,No,7
6233-HXJMX,0.3232,No,7
7055-HNEOJ,0.3229,No,7
3717-OFRTN,0.3226,No,7
1194-SPVSP,0.3226,No,7
4931-TRZWN,0.3225,No,7
6227-HWPWX,0.3224,Yes,7
7530-HDYDS,0.3224,Yes,7
7916-VCCPB,0.3224,No,7
9793-WECQC,0.3223,No,7
2869-ADAWR,0.3223,Yes,7
0596-BQCEQ,0.3223,Yes,7
1100-DDVRV,0.3222,No,7
7396-VJUZB,0.3222,No,7
3787-TRIAL,0.3214,No,7
6654-QGBZZ,0.3212,No,7
3900-AQPHZ,0.3212,Yes,7
7878-RTCZG,0.3212,No,7
8974-OVACP,0.3212,No,7
5122-CYFXA,0.3209,No,7
1304-BCCFO,0.3205,No,7
5046-NUHWD,0.3205,No,7
1066-JKSGK,0.3201,Yes,7
3030-ZKIWL,0.3201,No,7
7698-YFGEZ,0.3201,No,7
3148-BLQJT,0.3201,Yes,7
4877-EVATK,0.3201,Yes,7
7096-UCLNH,0.3201,No,7
8749-CLJXC,0.3201,No,7
3506-LCJDC,0.3201,Yes,7
1934-SJVJK,0.3201,Yes,7
6286-SUUWT,0.3201,No,7
5440-VHLUL,0.3197,No,7
9495-SKLKD,0.3196,No,7
0064-YIJGF,0.3196,No,7
8496-EJAUI,0.3196,Yes,7
0691-NIKRI,0.3196,No,7
0599-XNYDO,0.3194,No,7
9626-WEQRM,0.3193,No,7
4488-KQFDT,0.3193,No,7
8149-AIQCG,0.3192,No,7
9584-EXCDZ,0.3191,No,7
7636-OWBPG,0.319,No,7
3956-CJUST,0.3186,No,7
2478-EEWWM,0.3186,No,7
7075-BNDVQ,0.3186,No,7
7593-JNWRU,0.3182,Yes,7
2100-BDNSN,0.3181,Yes,7
7893-IXHRQ,0.3179,Yes,7
5088-QZLRL,0.3179,No,7
4255-DDUOU,0.3178,Yes,7
7551-DACSP,0.3174,Yes,7
7632-MNYOY,0.3174,Yes,7
1423-BMPBQ,0.3173,No,7
5172-MIGPM,0.3172,No,7
2625-TRCZQ,0.3169,No,7
8751-EDEKA,0.3169,No,7
9356-AXGMP,0.3168,No,7
8840-DQLGN,0.3167,Yes,7
9445-SZLCH,0.3166,Yes,7
7009-LGECI,0.3163,No,7
9819-FBNSV,0.3156,No,7
6599-CEBNN,0.3152,Yes,7
2778-OCLGR,0.315,Yes,7
2542-HYGIQ,0.3144,No,7
2273-QCKXA,0.3142,No,7
2988-GBIVW,0.3139,No,7
4690-LLKUA,0.3138,Yes,7
0327-WFZSY,0.3136,No,7
2359-KLTEK,0.3134,No,7
6807-SIWJI,0.3133,No,7
7623-TRNQN,0.3133,Yes,7
4109-CYRBD,0.3131,No,7
3194-ORPIK,0.3128,Yes,7
0237-YFUTL,0.3126,No,7
2480-SQIOB,0.3124,No,7
2842-BCQGE,0.3121,No,7
3679-XASPY,0.312,No,7
5146-CBVOE,0.3118,No,7
4238-HFHSN,0.3118,No,7
0380-NEAVX,0.3117,No,7
5173-WXOQV,0.3117,No,7
2522-AHJXR,0.3116,No,7
0461-CVKMU,0.3114,Yes,7
8782-LKFPK,0.3113,No,7
7421-ZLUPA,0.3112,No,7
1432-FPAXX,0.3111,Yes,7
9103-CXVOK,0.311,No,7
0106-GHRQR,0.3108,No,7
4797-AXPXK,0.3108,Yes,7
4026-SKKHW,0.3105,No,7
1763-WQFUK,0.3105,No,7
2067-QYTCF,0.3102,No,7
2178-PMGCJ,0.3097,No,7
9170-CCKOU,0.3096,Yes,7
6173-ITPWD,0.3096,Yes,7
5180-UCIIQ,0.3095,Yes,7
1728-CXQBE,0.309,No,7
7310-EGVHZ,0.3088,No,7
9659-QEQSY,0.3088,No,7
9659-ZTWSM,0.3088,No,7
9445-ZUEQE,0.3088,No,7
2108-YKQTY,0.3085,Yes,7
2085-BOJKI,0.3084,No,7
7549-MYGPK,0.3084,Yes,7
6818-WOBHJ,0.3082,Yes,7
5707-ORNDZ,0.3081,Yes,7
0761-AETCS,0.308,Yes,7
3714-JTVOV,0.3079,Yes,7
2252-ISRNH,0.3077,No,7
0136-IFMYD,0.3076,No,7
9530-EHPOH,0.3076,Yes,7
3207-OYBWH,0.3074,Yes,7
1849-RJYIG,0.3074,No,7
7957-RYHQD,0.3073,Yes,7
2378-HTWFW,0.3068,No,7
9332-GYWLO,0.3067,No,7
8963-JLGJT,0.3065,No,7
7243-LCGGZ,0.3064,No,7
3727-JEZTU,0.3064,No,7
0426-TIRNE,0.3064,Yes,7
2002-MZHWP,0.3064,Yes,7
1963-VAUKV,0.3064,Yes,7
9753-OYLBX,0.3064,No,7
2592-YKDIF,0.3064,No,7
7434-SHXLS,0.3064,Yes,7
3018-TFTSU,0.3064,Yes,7
6897-UUBNU,0.3063,No,7
3446-QDSZF,0.3062,No,7
5886-VLQVU,0.3061,No,7
5295-PCJOO,0.3058,Yes,7
3162-ZJZFU,0.3058,No,7
4918-FYJNT,0.3053,No,7
1871-MOWRM,0.3053,Yes,7
4976-LNFVV,0.3052,No,7
9842-EFSYY,0.3052,No,7
5035-PGZXH,0.305,No,7
3865-QBWSJ,0.305,No,7
6641-XRPSU,0.305,Yes,7
1436-ZMJAN,0.3046,No,7
3143-ILDAL,0.3044,Yes,7
2240-HSJQD,0.304,No,7
3009-JWMPU,0.3039,Yes,7
6075-SLNIL,0.3038,No,7
0943-ZQPXH,0.3038,No,7
5392-AKEMH,0.3036,No,7
6538-POCHL,0.3033,No,7
4720-VSTSI,0.3032,Yes,7
7277-OZCGZ,0.3032,No,7
9154-QDGTH,0.3031,No,7
8329-IBCTI,0.303,Yes,7
8564-LDKFL,0.303,No,7
0970-QXPXW,0.303,No,7
8605-ITULD,0.303,No,7
2866-IKBTM,0.303,No,7
7551-JOHTI,0.303,Yes,7
1905-OEILC,0.303,No,7
1135-LMECX,0.303,No,7
7721-DVEKZ,0.303,No,7
6124-ACRHJ,0.303,No,7
2985-JUUBZ,0.3029,No,7
8640-SDGKB,0.3029,Yes,7
7504-UWHNB,0.3026,No,7
7693-QPEFS,0.3022,No,7
8393-JMVMB,0.302,No,7
5898-IGSLP,0.302,No,7
4892-VLANZ,0.302,Yes,7
7239-HZZCX,0.302,Yes,7
3930-ZGWVE,0.302,No,7
1029-QFBEN,0.302,Yes,7
6141-OOXUQ,0.302,Yes,7
3785-NRHYR,0.302,No,7
7601-WFVZV,0.302,No,7
6615-ZGEDR,0.302,Yes,7
5766-ZJYBB,0.302,Yes,7
3426-NIYYL,0.3018,Yes,7
7112-OPOTK,0.3017,Yes,7
5060-TQUQN,0.3017,No,7
4468-KAZHE,0.3014,No,7
5016-ETTFF,0.3012,Yes,7
9350-VLHMB,0.301,No,7
1855-AGAWH,0.3009,No,7
2607-FBDFF,0.3008,No,7
8910-LEDAG,0.3006,No,7
9962-BFPDU,0.3006,No,7
2806-MLNTI,0.3006,No,7
5839-SUYVZ,0.3004,No,7
2684-EIWEO,0.3004,Yes,7
0639-TSIQW,0.3002,Yes,7
7129-CAKJW,0.3,No,7
4465-VDKIQ,0.2998,No,7
3090-QFUVD,0.2998,No,7
2139-FQHLM,0.2997,No,7
8755-IWJHN,0.2996,No,7
6646-QVXLR,0.2996,Yes,7
5515-IDEJJ,0.2996,Yes,7
8651-ENBZX,0.2996,Yes,7
2519-LBNQL,0.2996,No,7
6425-YQLLO,0.2995,Yes,7
1644-IRKSF,0.2994,Yes,7
1550-LOAHA,0.2993,Yes,7
6578-KRMAW,0.2992,No,7
9169-BSVIN,0.2991,No,7
0397-GZBBC,0.2988,Yes,7
6133-OZILE,0.2981,No,7
4130-MZLCC,0.2978,No,7
9626-VFRGG,0.2978,No,7
7993-NQLJE,0.2978,No,7
4824-GUCBY,0.2976,No,7
8313-KTIHG,0.2976,No,7
5370-IIVVL,0.2976,No,7
9693-XMUOB,0.2976,No,7
7246-ZGQDF,0.2975,No,7
2403-BCASL,0.2972,Yes,7
8272-ONJLV,0.2972,No,7
1809-DMJHQ,0.2968,Yes,7
3870-MQAMG,0.2967,Yes,7
2576-HXMPA,0.2964,No,7
2220-IAHLS,0.2964,No,7
8562-GHPPI,0.2964,No,7
2382-BCKQJ,0.2962,Yes,7
4067-HLYQI,0.2959,No,7
3199-NPKCN,0.2958,No,7
7147-AYBAA,0.2956,No,7
4937-QPZPO,0.2956,No,7
7030-NJVDP,0.2955,No,7
2731-GJRDG,0.2954,No,7
7272-QDCKA,0.2948,No,7
3113-IWHLC,0.2947,No,7
9614-RMGHA,0.2946,Yes,7
6410-LEFEN,0.2946,Yes,7
1193-RTSLK,0.2945,Yes,7
6351-SCJKT,0.2944,No,7
6625-UTXEW,0.2943,No,7
6789-HJBWG,0.2943,No,7
9408-HRXRK,0.2939,No,7
6664-FPDAC,0.2931,Yes,7
6353-BRMMA,0.2931,No,7
1025-FALIX,0.293,No,7
4789-KWMXN,0.2928,Yes,7
8807-ARQET,0.2928,No,7
9206-GVPEQ,0.2924,Yes,7
3164-YAXFY,0.2919,No,7
0003-MKNFE,0.2917,No,7
3258-SANFR,0.2915,No,7
3814-MLAXC,0.2914,Yes,7
2479-BRAMR,0.2911,Yes,7
2455-USLMV,0.2909,No,7
1956-YIFGE,0.2907,No,7
0311-QYWSS,0.2906,No,7
4883-QICIH,0.2906,Yes,7
8108-UXRQN,0.2905,No,7
6633-MPWBS,0.2905,Yes,7
5073-WXOYN,0.2904,Yes,7
2144-BFDSO,0.2903,No,7
7401-RUBNK,0.2903,No,7
5939-XAIXZ,0.2901,No,7
1899-VXWXM,0.2899,Yes,7
0691-IFBQW,0.2898,Yes,7
3308-MHOOC,0.2895,No,7
7850-VWJUU,0.2894,No,7
3845-JHAMY,0.2893,No,7
5188-HGMLP,0.2892,No,7
9909-IDLEK,0.2892,No,7
0419-YAAPX,0.2892,No,7
7554-AKDQF,0.2892,No,7
4391-LNRXK,0.289,No,7
9767-FFLEM,0.2889,No,7
7133-VBDCG,0.2889,Yes,7
3014-WJKSM,0.2889,No,7
0257-ZESQC,0.2889,Yes,7
7876-BEUTG,0.2888,No,7
1732-VHUBQ,0.2888,Yes,7
6380-ARCEH,0.2886,No,7
4013-GUXND,0.2886,No,7
8203-XJZRC,0.2886,No,7
9122-UMROB,0.2886,No,7
4745-LSPLO,0.2886,Yes,7
6579-JPICP,0.2886,No,7
5049-GLYVG,0.2886,Yes,7
4786-UKSNZ,0.2886,Yes,7
2668-TZSPS,0.2886,No,7
8048-DSDFQ,0.2886,No,7
2676-ISHSF,0.2886,No,7
6559-RAKOZ,0.2886,No,7
4211-MMAZN,0.2886,Yes,7
0673-IGUQO,0.2886,No,7
3976-NLDEZ,0.2886,No,7
3247-MHJKM,0.2886,No,7
3590-TCXTB,0.2886,No,7
2770-NSVDG,0.2885,No,7
2812-SFXMJ,0.2885,No,7
2386-OWURY,0.2883,No,7
1169-WCVAK,0.2882,No,7
0843-WTBXE,0.2881,Yes,7
6680-NENYN,0.2881,Yes,7
2669-QVCRG,0.2881,No,7
4628-CTTLA,0.2879,Yes,7
5981-ZVXOT,0.2878,No,7
6769-DCQLI,0.2872,Yes,7
0822-QGCXA,0.2871,No,7
3594-KADLU,0.2871,No,7
7521-AFHAB,0.287,No,7
8375-KVTHK,0.2866,No,7
3803-KMQFW,0.2863,Yes,7
4010-YLMVT,0.2863,No,7
2929-QNSRW,0.2862,Yes,7
5445-GLVOT,0.2862,No,7
6728-WYQBC,0.2861,No,7
7758-XKCBS,0.2861,Yes,7
8267-ZNYVZ,0.286,Yes,7
7544-ZVIKX,0.2857,No,7
6769-DYBQN,0.2853,Yes,7
8213-TAZPM,0.2852,No,7
5213-TWWJU,0.285,No,7
0080-OROZO,0.2844,No,7
7594-LZNWR,0.284,No,7
1456-TWCGB,0.2839,No,7
5846-QFDFI,0.2839,No,7
2834-SPCJV,0.2838,Yes,7
5624-BQSSA,0.2838,Yes,7
3842-IYKUE,0.2838,Yes,7
5243-SAOTC,0.2837,No,7
4001-TSBTV,0.2837,No,7
4760-XOHVN,0.2831,Yes,7
0880-FVFWF,0.2829,No,7
1169-SAOCL,0.2827,No,7
5076-YVXCM,0.2825,No,7
4480-MBMLB,0.2824,No,7
2325-WINES,0.2824,No,7
3173-NVMPX,0.2823,No,7
0247-SLUJI,0.2821,No,7
8725-JEDFD,0.2819,No,7
8728-SKJLR,0.2817,No,7
5649-VUKMC,0.2816,Yes,7
3945-GFWQL,0.2812,Yes,7
7207-RMRDB,0.2812,Yes,7
3657-COGMW,0.2811,No,7
2937-FTHUR,0.2809,No,7
1518-VOWAV,0.2807,Yes,7
3509-GWQGF,0.2805,No,7
4360-QRAVE,0.2802,No,7
0924-BJCRC,0.2802,No,7
1228-ZLNBX,0.2799,No,7
3808-HFKDE,0.2799,No,7
1215-FIGMP,0.2797,No,7
6927-WTFIV,0.2793,Yes,7
7878-JGDKK,0.2793,No,7
6360-SVNWV,0.2789,No,7
2189-UXTKY,0.2788,Yes,7
2460-FPSYH,0.2784,Yes,7
0734-OXWBT,0.2784,No,7
6305-YLBMM,0.2784,Yes,7
5201-USSQZ,0.2783,No,7
9281-PKKZE,0.2783,No,7
5002-GCQFH,0.2782,No,7
0587-DMGBH,0.2782,Yes,7
6686-YPGHK,0.2779,Yes,7
8705-DWKTI,0.2775,No,7
8267-KFGYD,0.2774,No,7
3190-XFANI,0.277,Yes,7
7271-AJDTL,0.2766,No,7
8158-WPEZG,0.2766,No,7
1548-ARAGG,0.2766,No,7
3511-APPBJ,0.2765,No,7
6968-GMKPR,0.2761,No,7
8344-WFMFH,0.2758,No,7
8069-YQQAJ,0.2753,No,7
2075-RMJIK,0.2752,No,7
7134-MJPDY,0.275,No,7
1450-SKCVI,0.2748,Yes,6
2359-QWQUL,0.2748,Yes,6
3982-XWFZQ,0.2745,Yes,6
1217-VASWC,0.2743,No,6
6825-UYPFK,0.2742,Yes,6
2279-AXJJK,0.2741,No,6
8444-WRIDW,0.2738,Yes,6
9921-EZKBY,0.2737,No,6
0215-BQKGS,0.2735,No,6
9137-UIYPG,0.2735,No,6
5149-TGWDZ,0.2734,No,6
4118-CEVPF,0.2731,No,6
9825-YCXWZ,0.2731,No,6
6217-TOWGS,0.273,No,6
6985-HAYWX,0.2729,No,6
9812-GHVRI,0.2726,No,6
0856-NAOES,0.2725,No,6
4320-QMLLA,0.2725,No,6
3424-NMNBO,0.2723,Yes,6
9943-VSZUV,0.2722,No,6
7245-JMTTQ,0.2721,No,6
6849-WLEYG,0.2715,Yes,6
4291-HPAXL,0.2715,No,6
0927-CNGRH,0.2715,No,6
4647-XXZAM,0.2713,No,6
8124-NZVGJ,0.2712,No,6
4566-QVRRW,0.2711,Yes,6
8773-HHUOZ,0.271,Yes,6
2267-WTPYD,0.271,No,6
7982-VCELR,0.271,No,6
1228-FZFRV,0.2707,Yes,6
4350-ZTLPI,0.2706,No,6
9374-YOLBJ,0.2705,No,6
2239-JALAW,0.2704,Yes,6
1370-GGAWX,0.2704,No,6
3086-RUCRN,0.2704,No,6
5515-RUGKN,0.2704,No,6
3584-WKTTW,0.2702,No,6
5018-GWURO,0.2699,No,6
4958-GZWIY,0.2698,Yes,6
2475-MROZF,0.2698,No,6
1373-ORVIZ,0.2695,Yes,6
5136-GFPMB,0.2694,No,6
7826-VVKWT,0.2694,No,6
3144-AUDBS,0.2694,Yes,6
8495-PRWFH,0.2692,No,6
4801-JZAZL,0.269,No,6
0365-GXEZS,0.2689,No,6
7459-RRWQZ,0.2689,Yes,6
7621-VPNET,0.2686,No,6
4393-RYCRE,0.2684,No,6
1020-JPQOW,0.2683,No,6
9079-LWTFD,0.2682,No,6
7449-HVPIV,0.2679,No,6
4753-PADAS,0.2678,No,6
4673-KKSLS,0.2674,No,6
3873-NFTGI,0.2673,No,6
3349-ANQNH,0.2672,No,6
0487-RPVUM,0.2672,No,6
0804-XBFBV,0.2671,No,6
5423-BHIXO,0.2671,No,6
3521-SYVOR,0.267,Yes,6
2111-DWYHN,0.2669,No,6
0877-SDMBN,0.2667,Yes,6
9708-KFDBY,0.2665,No,6
3094-JOJAI,0.2665,No,6
2700-LUEVA,0.2665,No,6
1208-NBVFH,0.2664,No,6
5131-PONJI,0.2662,No,6
4256-ZWTZI,0.2661,No,6
0295-QVKPB,0.2661,No,6
2810-FTLEM,0.266,Yes,6
1596-BBVTG,0.2655,Yes,6
4012-ZTHBR,0.2654,No,6
2133-TSRRM,0.2653,No,6
7929-DMBCV,0.2652,No,6
9644-UMGQA,0.2652,No,6
0406-BPDVR,0.2647,Yes,6
8387-MOJJT,0.2646,Yes,6
3043-TYBNO,0.2645,No,6
2858-EIMXH,0.2644,No,6
2208-NQBCT,0.264,No,6
9688-YGXVR,0.264,No,6
1170-SASML,0.264,No,6
1049-FYSYG,0.264,No,6
6952-OMNWB,0.2636,No,6
1750-CSKKM,0.263,Yes,6
8399-YNDCH,0.2629,Yes,6
2219-MVUSO,0.2629,Yes,6
1784-EZDKJ,0.2628,No,6
5174-ITUMV,0.2627,No,6
2924-KHUVI,0.2626,No,6
1907-YLNYW,0.2623,No,6
0463-ZSDNT,0.2619,No,6
4070-OKWVH,0.2618,No,6
9415-TPKRV,0.2618,No,6
2011-TRQYE,0.2618,Yes,6
3656-TKRVZ,0.2618,Yes,6
8775-CEBBJ,0.2612,Yes,6
7356-IWLFW,0.2611,No,6
5732-IKGQH,0.261,No,6
2927-QRRQV,0.2607,No,6
2519-ERQOJ,0.2603,No,6
5074-FBGHB,0.2601,No,6
5924-IFQTT,0.26,No,6
6624-JDRDS,0.2599,No,6
0618-XWMSS,0.2594,Yes,6
3645-DEYGF,0.259,No,6
4459-BBGHE,0.2589,No,6
9373-WSLOY,0.2587,No,6
4468-YDOVK,0.2586,No,6
6397-JNZZG,0.2583,Yes,6
1074-AMIOH,0.2583,No,6
3522-CDKHF,0.2583,No,6
5402-HTOTQ,0.258,No,6
3572-UOLYZ,0.2579,No,6
0523-VNGTF,0.2577,No,6
6038-GCYEC,0.2576,Yes,6
4950-BDEUX,0.2575,No,6
3154-CFSZG,0.2575,No,6
5575-TPIZQ,0.2573,No,6
2157-MXBJS,0.2572,Yes,6
0130-SXOUN,0.257,No,6
4612-THJBS,0.257,Yes,6
